Episode: 0, Total reward: 4430.0, Explore P: 0.1000, Running Average: 4430.0
Episode: 41, Total reward: 380.0, Explore P: 0.1000, Running Average: 763.80952381
1063.5876 ,is the Loss
Episode: 42, Total reward: 400.0, Explore P: 0.1000, Running Average: 755.348837209
2262.798 ,is the Loss
Episode: 43, Total reward: 1090.0, Explore P: 0.1000, Running Average: 762.954545455
2220.3845 ,is the Loss
Episode: 44, Total reward: 440.0, Explore P: 0.1000, Running Average: 755.777777778
1133.9813 ,is the Loss
Episode: 45, Total reward: 460.0, Explore P: 0.1000, Running Average: 749.347826087
374.66995 ,is the Loss
Model Saved
Episode: 46, Total reward: 480.0, Explore P: 0.1000, Running Average: 743.617021277
2433.251 ,is the Loss
Episode: 47, Total reward: 1030.0, Explore P: 0.1000, Running Average: 749.583333333
1719.3025 ,is the Loss
Episode: 48, Total reward: 460.0, Explore P: 0.1000, Running Average: 743.673469388
743.21124 ,is the Loss
Episode: 49, Total reward: 420.0, Explore P: 0.1000, Running Average: 737.2
2769.6719 ,is the Loss
Episode: 50, Total reward: 400.0, Explore P: 0.1000, Running Average: 730.588235294
6376.7075 ,is the Loss
Model Saved
Episode: 51, Total reward: 2060.0, Explore P: 0.1000, Running Average: 756.153846154
588.01654 ,is the Loss
Episode: 52, Total reward: 540.0, Explore P: 0.1000, Running Average: 752.075471698
3731.1858 ,is the Loss
Episode: 53, Total reward: 520.0, Explore P: 0.1000, Running Average: 747.777777778
1774.256 ,is the Loss
Episode: 54, Total reward: 540.0, Explore P: 0.1000, Running Average: 744.0
394.12308 ,is the Loss
Episode: 55, Total reward: 420.0, Explore P: 0.1000, Running Average: 738.214285714
3428.8533 ,is the Loss
Model Saved
Episode: 56, Total reward: 2010.0, Explore P: 0.1000, Running Average: 760.526315789
1654.0444 ,is the Loss
Episode: 57, Total reward: 220.0, Explore P: 0.1000, Running Average: 751.206896552
2853.7568 ,is the Loss
Episode: 58, Total reward: 2290.0, Explore P: 0.1000, Running Average: 777.288135593
3241.0266 ,is the Loss
Episode: 59, Total reward: 1850.0, Explore P: 0.1000, Running Average: 795.166666667
4635.4653 ,is the Loss
Episode: 60, Total reward: 480.0, Explore P: 0.1000, Running Average: 790.0
5285.817 ,is the Loss
Model Saved
Episode: 61, Total reward: 200.0, Explore P: 0.1000, Running Average: 780.483870968
6266.527 ,is the Loss
Episode: 62, Total reward: 620.0, Explore P: 0.1000, Running Average: 777.936507937
1825.3286 ,is the Loss
Episode: 63, Total reward: 970.0, Explore P: 0.1000, Running Average: 780.9375
817.00903 ,is the Loss
Episode: 64, Total reward: 600.0, Explore P: 0.1000, Running Average: 778.153846154
4170.5464 ,is the Loss
Episode: 65, Total reward: 560.0, Explore P: 0.1000, Running Average: 774.848484848
1258.0154 ,is the Loss
Model Saved
Episode: 66, Total reward: 2290.0, Explore P: 0.1000, Running Average: 797.462686567
3346.147 ,is the Loss
Episode: 67, Total reward: 340.0, Explore P: 0.1000, Running Average: 790.735294118
2357.2183 ,is the Loss
Episode: 68, Total reward: 1900.0, Explore P: 0.1000, Running Average: 806.811594203
2312.6855 ,is the Loss
Episode: 69, Total reward: 540.0, Explore P: 0.1000, Running Average: 803.0
2142.469 ,is the Loss
Episode: 70, Total reward: 540.0, Explore P: 0.1000, Running Average: 799.295774648
3567.4414 ,is the Loss
Model Saved
Episode: 71, Total reward: 1630.0, Explore P: 0.1000, Running Average: 810.833333333
3534.3745 ,is the Loss
Episode: 72, Total reward: 400.0, Explore P: 0.1000, Running Average: 805.205479452
4232.531 ,is the Loss
Episode: 73, Total reward: 1360.0, Explore P: 0.1000, Running Average: 812.702702703
1978.007 ,is the Loss
Episode: 74, Total reward: 1570.0, Explore P: 0.1000, Running Average: 822.8
1872.978 ,is the Loss
Episode: 75, Total reward: 620.0, Explore P: 0.1000, Running Average: 820.131578947
4671.139 ,is the Loss
Model Saved
Episode: 76, Total reward: 750.0, Explore P: 0.1000, Running Average: 819.220779221
3284.2175 ,is the Loss
Episode: 77, Total reward: 1290.0, Explore P: 0.1000, Running Average: 825.256410256
6301.866 ,is the Loss
Episode: 78, Total reward: 1880.0, Explore P: 0.1000, Running Average: 838.607594937
4231.9346 ,is the Loss
Episode: 79, Total reward: 660.0, Explore P: 0.1000, Running Average: 836.375
4635.089 ,is the Loss
Episode: 80, Total reward: 580.0, Explore P: 0.1000, Running Average: 833.209876543
3590.211 ,is the Loss
Model Saved
Episode: 81, Total reward: 340.0, Explore P: 0.1000, Running Average: 827.195121951
3549.2915 ,is the Loss
Episode: 82, Total reward: 680.0, Explore P: 0.1000, Running Average: 825.421686747
3898.1812 ,is the Loss
Episode: 83, Total reward: 620.0, Explore P: 0.1000, Running Average: 822.976190476
6050.344 ,is the Loss
Episode: 84, Total reward: 1360.0, Explore P: 0.1000, Running Average: 829.294117647
5703.6597 ,is the Loss
Episode: 85, Total reward: 320.0, Explore P: 0.1000, Running Average: 823.372093023
1732.0935 ,is the Loss
Model Saved
Episode: 86, Total reward: 260.0, Explore P: 0.1000, Running Average: 816.896551724
7234.613 ,is the Loss
Episode: 87, Total reward: 1030.0, Explore P: 0.1000, Running Average: 819.318181818
4226.5527 ,is the Loss
Episode: 88, Total reward: 440.0, Explore P: 0.1000, Running Average: 815.056179775
3116.6694 ,is the Loss
Episode: 89, Total reward: 600.0, Explore P: 0.1000, Running Average: 812.666666667
3402.866 ,is the Loss
Episode: 90, Total reward: 400.0, Explore P: 0.1000, Running Average: 808.131868132
6427.0244 ,is the Loss
Model Saved
Episode: 91, Total reward: 540.0, Explore P: 0.1000, Running Average: 805.217391304
2960.3965 ,is the Loss
Episode: 92, Total reward: 1310.0, Explore P: 0.1000, Running Average: 810.64516129
3436.873 ,is the Loss
Episode: 93, Total reward: 1170.0, Explore P: 0.1000, Running Average: 814.468085106
4722.41 ,is the Loss
Episode: 94, Total reward: 360.0, Explore P: 0.1000, Running Average: 809.684210526
2280.274 ,is the Loss
Episode: 95, Total reward: 460.0, Explore P: 0.1000, Running Average: 806.041666667
3161.3813 ,is the Loss
Model Saved
Episode: 96, Total reward: 1860.0, Explore P: 0.1000, Running Average: 816.907216495
2518.1995 ,is the Loss
Episode: 97, Total reward: 1600.0, Explore P: 0.1000, Running Average: 824.897959184
5623.718 ,is the Loss
Episode: 98, Total reward: 2870.0, Explore P: 0.1000, Running Average: 845.555555556
2946.2402 ,is the Loss
Episode: 99, Total reward: 1280.0, Explore P: 0.1000, Running Average: 849.9
7239.896 ,is the Loss
Episode: 100, Total reward: 1850.0, Explore P: 0.1000, Running Average: 859.801980198
3662.7144 ,is the Loss
Model Saved
Episode: 101, Total reward: 480.0, Explore P: 0.1000, Running Average: 856.078431373
1957.5934 ,is the Loss
Episode: 102, Total reward: 580.0, Explore P: 0.1000, Running Average: 853.398058252
1761.3679 ,is the Loss
Episode: 103, Total reward: 860.0, Explore P: 0.1000, Running Average: 853.461538462
3834.643 ,is the Loss
Episode: 104, Total reward: 700.0, Explore P: 0.1000, Running Average: 852.0
3139.604 ,is the Loss
Episode: 105, Total reward: 1580.0, Explore P: 0.1000, Running Average: 858.867924528
2556.2957 ,is the Loss
Model Saved
Episode: 106, Total reward: 2150.0, Explore P: 0.1000, Running Average: 870.934579439
2199.6729 ,is the Loss
Episode: 107, Total reward: 560.0, Explore P: 0.1000, Running Average: 868.055555556
9256.048 ,is the Loss
Episode: 108, Total reward: 500.0, Explore P: 0.1000, Running Average: 864.678899083
3161.3765 ,is the Loss
Episode: 109, Total reward: 1150.0, Explore P: 0.1000, Running Average: 867.272727273
4696.742 ,is the Loss
Episode: 110, Total reward: 340.0, Explore P: 0.1000, Running Average: 862.522522523
3200.9292 ,is the Loss
Model Saved
Episode: 111, Total reward: 1910.0, Explore P: 0.1000, Running Average: 871.875
5409.1455 ,is the Loss
Episode: 112, Total reward: 460.0, Explore P: 0.1000, Running Average: 868.230088496
5725.557 ,is the Loss
Episode: 113, Total reward: 620.0, Explore P: 0.1000, Running Average: 866.052631579
5566.1724 ,is the Loss
Episode: 114, Total reward: 600.0, Explore P: 0.1000, Running Average: 863.739130435
8100.8555 ,is the Loss
Episode: 115, Total reward: 480.0, Explore P: 0.1000, Running Average: 860.431034483
4405.1387 ,is the Loss
Model Saved
Episode: 116, Total reward: 380.0, Explore P: 0.1000, Running Average: 856.324786325
1557.2708 ,is the Loss
Episode: 117, Total reward: 460.0, Explore P: 0.1000, Running Average: 852.966101695
2612.0068 ,is the Loss
Episode: 118, Total reward: 1320.0, Explore P: 0.1000, Running Average: 856.890756303
7030.834 ,is the Loss
Episode: 119, Total reward: 360.0, Explore P: 0.1000, Running Average: 852.75
5619.0684 ,is the Loss
Episode: 120, Total reward: 500.0, Explore P: 0.1000, Running Average: 849.834710744
1664.0507 ,is the Loss
Model Saved
Episode: 121, Total reward: 1420.0, Explore P: 0.1000, Running Average: 854.508196721
6828.8125 ,is the Loss
Episode: 122, Total reward: 620.0, Explore P: 0.1000, Running Average: 852.601626016
4709.685 ,is the Loss
Episode: 123, Total reward: 1130.0, Explore P: 0.1000, Running Average: 854.838709677
2517.6096 ,is the Loss
Episode: 124, Total reward: 1060.0, Explore P: 0.1000, Running Average: 856.48
5212.4697 ,is the Loss
Episode: 125, Total reward: 520.0, Explore P: 0.1000, Running Average: 853.80952381
4398.2964 ,is the Loss
Model Saved
Episode: 126, Total reward: 180.0, Explore P: 0.1000, Running Average: 848.503937008
1964.3389 ,is the Loss
Episode: 127, Total reward: 1150.0, Explore P: 0.1000, Running Average: 850.859375
2598.2092 ,is the Loss
Episode: 128, Total reward: 1650.0, Explore P: 0.1000, Running Average: 857.054263566
3718.2603 ,is the Loss
Episode: 129, Total reward: 200.0, Explore P: 0.1000, Running Average: 852.0
7552.2754 ,is the Loss
Episode: 130, Total reward: 1270.0, Explore P: 0.1000, Running Average: 855.190839695
2723.3516 ,is the Loss
Model Saved
Episode: 131, Total reward: 480.0, Explore P: 0.1000, Running Average: 852.348484848
1894.8047 ,is the Loss
Episode: 132, Total reward: 820.0, Explore P: 0.1000, Running Average: 852.105263158
6427.821 ,is the Loss
Episode: 133, Total reward: 360.0, Explore P: 0.1000, Running Average: 848.432835821
2162.3828 ,is the Loss
Episode: 134, Total reward: 2030.0, Explore P: 0.1000, Running Average: 857.185185185
2831.899 ,is the Loss
Episode: 135, Total reward: 400.0, Explore P: 0.1000, Running Average: 853.823529412
4843.759 ,is the Loss
Model Saved
Episode: 136, Total reward: 3010.0, Explore P: 0.1000, Running Average: 869.562043796
3593.2854 ,is the Loss
Episode: 137, Total reward: 560.0, Explore P: 0.1000, Running Average: 867.31884058
9489.717 ,is the Loss
Episode: 138, Total reward: 1410.0, Explore P: 0.1000, Running Average: 871.223021583
6620.3584 ,is the Loss
Episode: 139, Total reward: 1830.0, Explore P: 0.1000, Running Average: 878.071428571
1756.3257 ,is the Loss
Episode: 140, Total reward: 540.0, Explore P: 0.1000, Running Average: 875.673758865
3411.8633 ,is the Loss
Model Saved
Episode: 141, Total reward: 560.0, Explore P: 0.1000, Running Average: 873.450704225
6095.5522 ,is the Loss
Episode: 142, Total reward: 140.0, Explore P: 0.1000, Running Average: 868.321678322
5034.8584 ,is the Loss
Episode: 143, Total reward: 1920.0, Explore P: 0.1000, Running Average: 875.625
1942.378 ,is the Loss
Episode: 144, Total reward: 320.0, Explore P: 0.1000, Running Average: 871.793103448
4855.7 ,is the Loss
Episode: 145, Total reward: 600.0, Explore P: 0.1000, Running Average: 869.931506849
1535.0508 ,is the Loss
Model Saved
Episode: 146, Total reward: 3350.0, Explore P: 0.1000, Running Average: 886.802721088
1514.7714 ,is the Loss
Episode: 147, Total reward: 1400.0, Explore P: 0.1000, Running Average: 890.27027027
4186.177 ,is the Loss
Episode: 148, Total reward: 580.0, Explore P: 0.1000, Running Average: 888.187919463
7159.8364 ,is the Loss
Episode: 149, Total reward: 560.0, Explore P: 0.1000, Running Average: 886.0
5992.467 ,is the Loss
Episode: 150, Total reward: 440.0, Explore P: 0.1000, Running Average: 883.046357616
2126.913 ,is the Loss
Model Saved
Episode: 151, Total reward: 970.0, Explore P: 0.1000, Running Average: 883.618421053
4162.51 ,is the Loss
Episode: 152, Total reward: 400.0, Explore P: 0.1000, Running Average: 880.45751634
2695.1128 ,is the Loss
Episode: 153, Total reward: 1250.0, Explore P: 0.1000, Running Average: 882.857142857
1537.3254 ,is the Loss
Episode: 154, Total reward: 480.0, Explore P: 0.1000, Running Average: 880.258064516
1561.2715 ,is the Loss
Episode: 155, Total reward: 280.0, Explore P: 0.1000, Running Average: 876.41025641
3713.9714 ,is the Loss
Model Saved
Episode: 156, Total reward: 460.0, Explore P: 0.1000, Running Average: 873.757961783
1104.9146 ,is the Loss
Episode: 157, Total reward: 1250.0, Explore P: 0.1000, Running Average: 876.139240506
1627.4587 ,is the Loss
Episode: 158, Total reward: 1100.0, Explore P: 0.1000, Running Average: 877.547169811
5422.9146 ,is the Loss
Episode: 159, Total reward: 140.0, Explore P: 0.1000, Running Average: 872.9375
1957.8252 ,is the Loss
Episode: 160, Total reward: 420.0, Explore P: 0.1000, Running Average: 870.124223602
3131.7227 ,is the Loss
Model Saved
Episode: 161, Total reward: 1110.0, Explore P: 0.1000, Running Average: 871.604938272
2845.858 ,is the Loss
Episode: 162, Total reward: 1190.0, Explore P: 0.1000, Running Average: 873.558282209
1393.6624 ,is the Loss
Episode: 163, Total reward: 520.0, Explore P: 0.1000, Running Average: 871.402439024
4203.0737 ,is the Loss
Episode: 164, Total reward: 880.0, Explore P: 0.1000, Running Average: 871.454545455
6738.538 ,is the Loss
Episode: 165, Total reward: 600.0, Explore P: 0.1000, Running Average: 869.819277108
4242.972 ,is the Loss
Model Saved
Episode: 166, Total reward: 1810.0, Explore P: 0.1000, Running Average: 875.449101796
1526.5178 ,is the Loss
Episode: 167, Total reward: 1070.0, Explore P: 0.1000, Running Average: 876.607142857
2006.3989 ,is the Loss
Episode: 168, Total reward: 1450.0, Explore P: 0.1000, Running Average: 880.0
1249.782 ,is the Loss
Episode: 169, Total reward: 320.0, Explore P: 0.1000, Running Average: 876.705882353
5301.449 ,is the Loss
Episode: 170, Total reward: 480.0, Explore P: 0.1000, Running Average: 874.385964912
1139.2244 ,is the Loss
Model Saved
Episode: 171, Total reward: 580.0, Explore P: 0.1000, Running Average: 872.674418605
3599.6753 ,is the Loss
Episode: 172, Total reward: 480.0, Explore P: 0.1000, Running Average: 870.404624277
7324.634 ,is the Loss
Episode: 173, Total reward: 480.0, Explore P: 0.1000, Running Average: 868.16091954
7825.7256 ,is the Loss
Episode: 174, Total reward: 500.0, Explore P: 0.1000, Running Average: 866.057142857
1486.036 ,is the Loss
Episode: 175, Total reward: 360.0, Explore P: 0.1000, Running Average: 863.181818182
2940.666 ,is the Loss
Model Saved
Episode: 176, Total reward: 600.0, Explore P: 0.1000, Running Average: 861.694915254
4273.7754 ,is the Loss
Episode: 177, Total reward: 2170.0, Explore P: 0.1000, Running Average: 869.04494382
4335.778 ,is the Loss
Episode: 178, Total reward: 1740.0, Explore P: 0.1000, Running Average: 873.910614525
1699.5327 ,is the Loss
Episode: 179, Total reward: 1130.0, Explore P: 0.1000, Running Average: 875.333333333
1978.9559 ,is the Loss
Episode: 180, Total reward: 600.0, Explore P: 0.1000, Running Average: 873.812154696
6525.762 ,is the Loss
Model Saved
Episode: 181, Total reward: 460.0, Explore P: 0.1000, Running Average: 871.538461538
5467.4404 ,is the Loss
Episode: 182, Total reward: 400.0, Explore P: 0.1000, Running Average: 868.961748634
3628.235 ,is the Loss
Episode: 183, Total reward: 440.0, Explore P: 0.1000, Running Average: 866.630434783
1546.9263 ,is the Loss
Episode: 184, Total reward: 500.0, Explore P: 0.1000, Running Average: 864.648648649
6690.392 ,is the Loss
Episode: 185, Total reward: 300.0, Explore P: 0.1000, Running Average: 861.612903226
3155.982 ,is the Loss
Model Saved
Episode: 186, Total reward: 1490.0, Explore P: 0.1000, Running Average: 864.973262032
2591.1816 ,is the Loss
Episode: 187, Total reward: 460.0, Explore P: 0.1000, Running Average: 862.819148936
3671.5356 ,is the Loss
Episode: 188, Total reward: 1320.0, Explore P: 0.1000, Running Average: 865.238095238
3378.62 ,is the Loss
Episode: 189, Total reward: 1970.0, Explore P: 0.1000, Running Average: 871.052631579
2797.0425 ,is the Loss
Episode: 190, Total reward: 420.0, Explore P: 0.1000, Running Average: 868.691099476
2091.8772 ,is the Loss
Model Saved
Episode: 191, Total reward: 1720.0, Explore P: 0.1000, Running Average: 873.125
5706.9033 ,is the Loss
Episode: 192, Total reward: 540.0, Explore P: 0.1000, Running Average: 871.398963731
2873.4692 ,is the Loss
Episode: 193, Total reward: 1520.0, Explore P: 0.1000, Running Average: 874.742268041
710.2554 ,is the Loss
Episode: 194, Total reward: 520.0, Explore P: 0.1000, Running Average: 872.923076923
2846.382 ,is the Loss
Episode: 195, Total reward: 1570.0, Explore P: 0.1000, Running Average: 876.479591837
3979.321 ,is the Loss
Model Saved
Episode: 196, Total reward: 300.0, Explore P: 0.1000, Running Average: 873.553299492
4152.808 ,is the Loss
Episode: 197, Total reward: 2050.0, Explore P: 0.1000, Running Average: 879.494949495
3417.0767 ,is the Loss
Episode: 198, Total reward: 480.0, Explore P: 0.1000, Running Average: 877.487437186
1704.1925 ,is the Loss
Episode: 199, Total reward: 420.0, Explore P: 0.1000, Running Average: 875.2
5299.4995 ,is the Loss
Episode: 200, Total reward: 620.0, Explore P: 0.1000, Running Average: 873.930348259
1132.8915 ,is the Loss
Model Saved
Episode: 201, Total reward: 1990.0, Explore P: 0.1000, Running Average: 879.455445545
1948.8335 ,is the Loss
Episode: 202, Total reward: 1420.0, Explore P: 0.1000, Running Average: 882.118226601
3183.1125 ,is the Loss
Episode: 203, Total reward: 340.0, Explore P: 0.1000, Running Average: 879.460784314
4821.383 ,is the Loss
Episode: 204, Total reward: 1860.0, Explore P: 0.1000, Running Average: 884.243902439
4134.221 ,is the Loss
Episode: 205, Total reward: 500.0, Explore P: 0.1000, Running Average: 882.378640777
1386.4277 ,is the Loss
Model Saved
Episode: 206, Total reward: 640.0, Explore P: 0.1000, Running Average: 881.207729469
982.6301 ,is the Loss
Episode: 207, Total reward: 220.0, Explore P: 0.1000, Running Average: 878.028846154
2994.1392 ,is the Loss
Episode: 208, Total reward: 260.0, Explore P: 0.1000, Running Average: 875.071770335
3471.191 ,is the Loss
Episode: 209, Total reward: 460.0, Explore P: 0.1000, Running Average: 873.095238095
2232.6196 ,is the Loss
Episode: 210, Total reward: 500.0, Explore P: 0.1000, Running Average: 871.327014218
2517.1892 ,is the Loss
Model Saved
Episode: 211, Total reward: 420.0, Explore P: 0.1000, Running Average: 869.198113208
4494.867 ,is the Loss
Episode: 212, Total reward: 1680.0, Explore P: 0.1000, Running Average: 873.004694836
1706.5249 ,is the Loss
Episode: 213, Total reward: 440.0, Explore P: 0.1000, Running Average: 870.981308411
3026.7983 ,is the Loss
Episode: 214, Total reward: 3120.0, Explore P: 0.1000, Running Average: 881.441860465
705.62415 ,is the Loss
Episode: 215, Total reward: 120.0, Explore P: 0.1000, Running Average: 877.916666667
5746.857 ,is the Loss
Model Saved
Episode: 216, Total reward: 890.0, Explore P: 0.1000, Running Average: 877.97235023
731.5126 ,is the Loss
Episode: 217, Total reward: 3090.0, Explore P: 0.1000, Running Average: 888.119266055
5375.8804 ,is the Loss
Episode: 218, Total reward: 850.0, Explore P: 0.1000, Running Average: 887.945205479
2067.374 ,is the Loss
Episode: 219, Total reward: 580.0, Explore P: 0.1000, Running Average: 886.545454545
2783.1516 ,is the Loss
Episode: 220, Total reward: 1980.0, Explore P: 0.1000, Running Average: 891.49321267
4128.873 ,is the Loss
Model Saved
Episode: 221, Total reward: 640.0, Explore P: 0.1000, Running Average: 890.36036036
4355.136 ,is the Loss
Episode: 222, Total reward: 500.0, Explore P: 0.1000, Running Average: 888.609865471
1828.3365 ,is the Loss
Episode: 223, Total reward: 580.0, Explore P: 0.1000, Running Average: 887.232142857
4928.0 ,is the Loss
Episode: 224, Total reward: 1510.0, Explore P: 0.1000, Running Average: 890.0
2709.295 ,is the Loss
Episode: 225, Total reward: 560.0, Explore P: 0.1000, Running Average: 888.539823009
6563.428 ,is the Loss
Model Saved
Episode: 226, Total reward: 340.0, Explore P: 0.1000, Running Average: 886.123348018
4801.577 ,is the Loss
Episode: 227, Total reward: 320.0, Explore P: 0.1000, Running Average: 883.640350877
1492.6487 ,is the Loss
Episode: 228, Total reward: 2460.0, Explore P: 0.1000, Running Average: 890.524017467
6888.419 ,is the Loss
Episode: 229, Total reward: 620.0, Explore P: 0.1000, Running Average: 889.347826087
612.0013 ,is the Loss
Episode: 230, Total reward: 460.0, Explore P: 0.1000, Running Average: 887.489177489
983.0856 ,is the Loss
Model Saved
Episode: 231, Total reward: 950.0, Explore P: 0.1000, Running Average: 887.75862069
1150.0433 ,is the Loss
Episode: 232, Total reward: 380.0, Explore P: 0.1000, Running Average: 885.579399142
6592.785 ,is the Loss
Episode: 233, Total reward: 340.0, Explore P: 0.1000, Running Average: 883.247863248
2483.708 ,is the Loss
Episode: 234, Total reward: 2290.0, Explore P: 0.1000, Running Average: 889.234042553
5223.805 ,is the Loss
Episode: 235, Total reward: 2610.0, Explore P: 0.1000, Running Average: 896.525423729
1276.0367 ,is the Loss
Model Saved
Episode: 236, Total reward: 400.0, Explore P: 0.1000, Running Average: 894.430379747
5158.041 ,is the Loss
Episode: 237, Total reward: 420.0, Explore P: 0.1000, Running Average: 892.43697479
2353.6387 ,is the Loss
Episode: 238, Total reward: 560.0, Explore P: 0.1000, Running Average: 891.046025105
3599.8582 ,is the Loss
Episode: 239, Total reward: 380.0, Explore P: 0.1000, Running Average: 888.916666667
3634.3005 ,is the Loss
Episode: 240, Total reward: 1560.0, Explore P: 0.1000, Running Average: 891.701244813
6096.3667 ,is the Loss
Model Saved
Episode: 241, Total reward: 1440.0, Explore P: 0.1000, Running Average: 893.966942149
2206.788 ,is the Loss
Episode: 242, Total reward: 760.0, Explore P: 0.1000, Running Average: 893.41563786
1699.5299 ,is the Loss
Episode: 243, Total reward: 320.0, Explore P: 0.1000, Running Average: 891.06557377
5235.272 ,is the Loss
Episode: 244, Total reward: 460.0, Explore P: 0.1000, Running Average: 889.306122449
4000.5378 ,is the Loss
Episode: 245, Total reward: 500.0, Explore P: 0.1000, Running Average: 887.723577236
5941.995 ,is the Loss
Model Saved
Episode: 246, Total reward: 400.0, Explore P: 0.1000, Running Average: 885.748987854
2020.3822 ,is the Loss
Episode: 247, Total reward: 2300.0, Explore P: 0.1000, Running Average: 891.451612903
7531.009 ,is the Loss
Episode: 248, Total reward: 460.0, Explore P: 0.1000, Running Average: 889.718875502
7001.7275 ,is the Loss
Episode: 249, Total reward: 480.0, Explore P: 0.1000, Running Average: 888.08
3222.461 ,is the Loss
Episode: 250, Total reward: 2130.0, Explore P: 0.1000, Running Average: 893.027888446
7070.631 ,is the Loss
Model Saved
Episode: 251, Total reward: 480.0, Explore P: 0.1000, Running Average: 891.388888889
4959.6943 ,is the Loss
Episode: 252, Total reward: 1260.0, Explore P: 0.1000, Running Average: 892.845849802
10725.0625 ,is the Loss
Episode: 253, Total reward: 400.0, Explore P: 0.1000, Running Average: 890.905511811
2701.811 ,is the Loss
