Episode: 0, Total reward: 2320.0, Explore P: 0.1000, Running Average: 2320.0
344757.88 ,is the Loss
Model Saved
Episode: 1, Total reward: 2140.0, Explore P: 0.1000, Running Average: 2230.0
275982.56 ,is the Loss
Episode: 2, Total reward: 500.0, Explore P: 0.1000, Running Average: 1653.33333333
202640.67 ,is the Loss
Episode: 3, Total reward: 400.0, Explore P: 0.1000, Running Average: 1340.0
140926.53 ,is the Loss
Episode: 4, Total reward: 1700.0, Explore P: 0.1000, Running Average: 1412.0
32601.133 ,is the Loss
Episode: 5, Total reward: 1280.0, Explore P: 0.1000, Running Average: 1390.0
66762.09 ,is the Loss
Model Saved
Episode: 6, Total reward: 260.0, Explore P: 0.1000, Running Average: 1228.57142857
110579.82 ,is the Loss
Episode: 7, Total reward: 540.0, Explore P: 0.1000, Running Average: 1142.5
150839.62 ,is the Loss
Episode: 8, Total reward: 400.0, Explore P: 0.1000, Running Average: 1060.0
54248.062 ,is the Loss
Episode: 9, Total reward: 380.0, Explore P: 0.1000, Running Average: 992.0
25180.3 ,is the Loss
Episode: 10, Total reward: 180.0, Explore P: 0.1000, Running Average: 918.181818182
33798.26 ,is the Loss
Model Saved
Episode: 11, Total reward: 460.0, Explore P: 0.1000, Running Average: 880.0
93553.77 ,is the Loss
Episode: 12, Total reward: 600.0, Explore P: 0.1000, Running Average: 858.461538462
81951.69 ,is the Loss
Episode: 13, Total reward: 340.0, Explore P: 0.1000, Running Average: 821.428571429
71523.766 ,is the Loss
Episode: 14, Total reward: 1010.0, Explore P: 0.1000, Running Average: 834.0
41341.035 ,is the Loss
Episode: 15, Total reward: 2970.0, Explore P: 0.1000, Running Average: 967.5
4993.4224 ,is the Loss
Model Saved
Episode: 16, Total reward: 200.0, Explore P: 0.1000, Running Average: 922.352941176
25332.309 ,is the Loss
Episode: 17, Total reward: 2110.0, Explore P: 0.1000, Running Average: 988.333333333
40204.445 ,is the Loss
Episode: 18, Total reward: 1930.0, Explore P: 0.1000, Running Average: 1037.89473684
40057.773 ,is the Loss
Episode: 19, Total reward: 3180.0, Explore P: 0.1000, Running Average: 1145.0
7038.949 ,is the Loss
Episode: 20, Total reward: 1020.0, Explore P: 0.1000, Running Average: 1139.04761905
27005.107 ,is the Loss
Model Saved
Episode: 21, Total reward: 2020.0, Explore P: 0.1000, Running Average: 1179.09090909
37770.695 ,is the Loss
Episode: 22, Total reward: 600.0, Explore P: 0.1000, Running Average: 1153.91304348
41380.633 ,is the Loss
Episode: 23, Total reward: 540.0, Explore P: 0.1000, Running Average: 1128.33333333
24325.832 ,is the Loss
Episode: 24, Total reward: 340.0, Explore P: 0.1000, Running Average: 1096.8
4369.6074 ,is the Loss
Episode: 25, Total reward: 1570.0, Explore P: 0.1000, Running Average: 1115.0
430.52216 ,is the Loss
Model Saved
Episode: 26, Total reward: 500.0, Explore P: 0.1000, Running Average: 1092.22222222
44287.965 ,is the Loss
Episode: 27, Total reward: 120.0, Explore P: 0.1000, Running Average: 1057.5
56095.22 ,is the Loss
Episode: 28, Total reward: 1320.0, Explore P: 0.1000, Running Average: 1066.55172414
37609.01 ,is the Loss
Episode: 29, Total reward: 340.0, Explore P: 0.1000, Running Average: 1042.33333333
17363.17 ,is the Loss
Episode: 30, Total reward: 440.0, Explore P: 0.1000, Running Average: 1022.90322581
7584.096 ,is the Loss
Model Saved
Episode: 31, Total reward: 420.0, Explore P: 0.1000, Running Average: 1004.0625
11283.484 ,is the Loss
Episode: 32, Total reward: 760.0, Explore P: 0.1000, Running Average: 996.666666667
10668.169 ,is the Loss
Episode: 33, Total reward: 980.0, Explore P: 0.1000, Running Average: 996.176470588
14488.391 ,is the Loss
Episode: 34, Total reward: 1430.0, Explore P: 0.1000, Running Average: 1008.57142857
7729.1816 ,is the Loss
Episode: 35, Total reward: 1830.0, Explore P: 0.1000, Running Average: 1031.38888889
14834.9 ,is the Loss
Model Saved
Episode: 36, Total reward: 480.0, Explore P: 0.1000, Running Average: 1016.48648649
5607.6035 ,is the Loss
